id,genres,cast,vote_average,director,keywords
24,"['Drama', 'Thriller', 'Horror']","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Adriene Couvillion', 'Sarah Hay', 'Leslie Lyles', 'John Epperson', 'Patrick Heusinger', 'Anne Bergstedt Jordanova', 'Daralina Komar', 'Tim Lacatena', 'Liam Flaherty', 'Sarah Lane', 'Marina Stavitskaya', 'Olga Kostritzky', 'Christine Redpath', 'Alexandra Damiani', 'Rebecca Azenberg', 'Laura Bowman', 'Holly L. Fusco', 'Abigail Mentzer', 'Barette Vance', 'Lillian di Piazza', 'Megan Dickinson', 'Jessy Hendrickson', 'Geneviève Lebean', 'Rachel Jambois', 'Ryoko Sadoshima', 'Kaia A. Tack', 'Lauren Fadeley', 'Adrianna de Svastich', 'Jamie Wolf', 'Carrie Lee Riggins', 'Gina Artese', 'Anne Bergstedt', 'Alyson Cambridge']",7.6,Darren Aronofsky,"['new york city', 'dancing', 'competition', 'dancer', 'obsession', 'paranoia', 'insanity', 'ballet', 'heartbreak', 'mental illness', 'madness', 'psychological horror', 'swan lake', 'ballerina']"
25,"['Science Fiction', 'Drama', 'Thriller']","['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Kevin Thompson', 'Hy Pyke', 'Kimiko Hiroshige', 'Ben Astar', 'Dawna Lee Heising', 'Alexis Rhee', 'Bob Okazaki', 'Morgan Paull', 'John Edward Allen', 'Carolyn DeMirjian', 'Judith Burnett', 'Leo Gorcey Jr.', 'Sharon Hesky', 'Kelly Hine', 'Tom Hutchinson', 'Charles Knapp', 'Rose Mascari', 'Jirô Okazaki', 'Steve Pope', 'Robert Reiter']",7.9,Ridley Scott,"['artificial intelligence', 'flying car', 'bounty hunter', 'android', 'based on novel or book', 'dystopia', 'genetics', 'futuristic', 'fugitive', 'cyberpunk', 'los angeles, california', 'cult film', 'tech noir', 'neo-noir']"
26,"['Action', 'Drama', 'History', 'War']","['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson', 'Mhairi Calvey', 'Jeanne Marine', 'Sean Lawlor', 'Sandy Nelson', 'Alan Tall', 'Andrew Weir', 'Brian Cox', 'Peter Hanly', 'Stephen Billington', 'Tommy Flanagan', 'Rupert Vansittart', 'Tam White', 'Ian Bannen', ""David O'Hara"", 'Peter Mullan', 'David Gant', 'Malcolm Tierney', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Liam Carney', 'Ralph Riach', 'Barry McGovern', 'John Kavanagh', 'Alun Armstrong', 'Julie Austin', 'Alex Norton', 'Michael Byrne', 'William Scott-Masson', 'Dean Lopata', 'Donal Gibson', 'Jimmy Chisholm', 'John Murtagh', 'David McKay', ""Niall O'Brien"", 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'Mal Whyte', 'Paul Tucker', 'Greg Jeloudov', 'Rana Morrison', ""Jer O'Leary"", 'Joanne Bett', 'Robert Paterson', 'Martin Dunne', 'Fred Chiverton', 'Daniel Coll', 'Bill Murdoch', 'Phil Kelly']",7.9,Mel Gibson,"['individual', 'scotland', 'in love with enemy', 'revolution', 'kilt', 'legend', 'independence', 'freedom', 'idealism', 'family clan', 'battle', 'united kingdom', 'revolt', 'tyranny', 'false history', 'highlands', '13th century', 'scottish highlands', 'warfield']"
27,"['Western', 'Drama', 'Crime']","['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin', 'Henry Jones', 'Jeff Corey', 'George Furth', 'Cloris Leachman', 'Ted Cassidy', 'Kenneth Mars', 'Donnelly Rhodes', 'Jody Gilbert', 'Timothy Scott', 'Don Keefer', 'Charles Dierkop', 'Pancho Córdova', 'Nelson Olmsted', 'Paul Bryar', 'Sam Elliott', 'Charles Akins', 'Eric Sinclair']",7.6,George Roy Hill,"['dynamite', 'bolivia', 'male friendship', 'on the run', 'shootout', 'train robbery', 'posse', 'last stand', 'escape plan', 'western bandits']"
28,"['Drama', 'Romance']","['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt', 'Sydney Greenstreet', 'Peter Lorre', 'S.Z. Sakall', 'Madeleine Lebeau', 'Dooley Wilson', 'Joy Page', 'John Qualen', 'Leonid Kinskey', 'Curt Bois', 'Enrique Acosta', 'Ed Agresti', 'Louis V. Arco', 'Frank Arnold', 'Leon Belasco', 'Nino Bellini', 'Oliver Blake', 'Monte Blue', 'Eugene Borden', 'Dick Botiller', 'Maurice Brierre', 'Sebastian Cabot', 'Anita Camargo', 'George M. Carleton', 'Spencer Chan', 'Melie Chang', 'Tex Cooper', 'Gino Corrado', 'Franco Corsaro', ""Adrienne D'Ambricourt"", 'Marcel Dalio', 'Helmut Dantine', 'Jean De Briac', 'George Dee', 'Jean Del Val', 'Carl Deloro', 'Joseph DeVillard', 'Arthur Dulac', 'William Edmunds', 'Herbert Evans', 'Fred Farrell', 'Adolph Faylauer', 'O.K. Ford', 'Martín Garralaga', 'Gregory Gaye', 'Gregory Golubeff', 'Ilka Grüning', 'Creighton Hale', 'Winifred Harris', 'Jamiel Hasson', 'Arthur Stuart Hull', 'Olaf Hytten', 'Charles La Torre', 'George J. Lewis', 'Manuel Lopez', 'Jacques Lory', 'Lou Marcelle', 'Tony Martelli', 'George Meeker', 'Lal Chand Mehra', 'Hercules Mendez', 'Louis Mercier', 'Torben Meyer', 'Alberto Morin', 'Leo Mostovoy', 'Corinna Mura', 'Barry Norton', 'Lotte Palfi Andor', 'Paul Panzer', 'Manuel París', 'Alexander Pollard', 'Frank Puglia', 'Georges Renavent', 'Dewey Robinson', 'Richard Ryen', 'Dan Seymour', 'Lester Sharpe', 'Dina Smirnova', 'Gerald Oliver Smith', 'George Sorel', 'Geoffrey Steele', 'Ludwig Stössel', 'Mike Tellegen', 'Rafael Trujillo', 'Jacques Vanaire', 'Ellinor Vanderveer', 'Norma Varden', 'Hans Heinrich von Twardowski', 'Jack Wise', 'Wolfgang Zilzer', 'Trude Berliner', 'Paul Porcasi', 'Max Linder', 'Frank Mazzola', 'Henry Rowland', 'Leo White', 'Paul Irving', 'Brandon Beach', 'Victor Romito', 'Michael Mark', 'Bhogwan Singh']",8.2,Michael Curtiz,"['love triangle', 'corruption', 'spy', 'resistance', 'casablanca', 'vichy regime', 'emigration', 'visa', 'patriotism', 'nationalism', 'morocco', 'concentration camp', 'nazi', 'noir']"
29,"['Crime', 'Drama']","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'Pasquale Cajano', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'Oscar Goodman', 'Richard Riehle', 'Catherine Scorsese', 'Vinny Vella', 'Nobu Matsuhisa', 'Erika von Tagen', 'Nick Mazzola', 'David Rose', 'John Bloom', 'Joseph Rigano', 'Philip Suriano', 'Melissa Prophet', 'Bill Allison', 'Joe La Due', 'Joseph P. Reidy', 'Craig Vincent', 'Carl Ciarfalio', 'Gene Ruffini', 'Dominick Grieco', 'Clem Caserta', 'Daniel P. Conte', 'Joey DePinto', 'Jack Orend', 'Paul Herman', 'Jed Mills', 'Claudia Haro', 'Ffolliott Le Coque', 'John Manca', 'Ronald Maccone', 'Joseph Bono', 'Frank Adonis', 'Anthony Russell', 'Stuart Nisbet', 'Alfred Nittoli', 'C.C. Carr', 'Peter Conti', 'Steve Vignari', 'Frankie J. Allison', 'Steve Schirripa', 'Millicent Sheridan']",8.0,Martin Scorsese,"['poker', 'gambling', 'casino', 'drug abuse', '1970s', 'fbi', 'overdose', 'greed', 'rise and fall', 'car bomb', 'alcoholism', 'organized crime', 'mafia', 'money', 'las vegas', 'desert', 'illegal prostitution', '1980s', 'brutal violence']"
30,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Roman Polanski', 'Diane Ladd', 'Roy Jenson', 'Richard Bakalyan', 'James Hong', 'Bruce Glover', 'Joe Mantell', 'Roy Roberts', 'Noble Willingham', 'Rance Howard', 'Jesse Vint', 'Burt Young', 'Lee de Broux', 'Darrell Zwerling', 'Nandu Hinds', ""James O'Rear"", 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer', 'Elliott Montgomery', 'George Justin', 'C.O. Erickson', 'Charles Knapp', 'Claudio Martínez', 'Federico Roberto', 'Allan Warnick', 'John Holland', 'Jim Burk', 'Denny Arnold', 'Elizabeth Harding', 'John Rogers', 'Cecil Elliott', 'Paul Jenkins', 'Bob Golden', 'Richard Warren', 'Fritzi Burr']",7.9,Roman Polanski,"['rape', 'sea', 'river', 'chinatown', 'mistake in person', 'pedophilia', 'dying and death', 'barrage', 'los angeles, california', 'private detective', 'neo-noir']"
31,"['Drama', 'Crime']","['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Roberta Rodrigues', 'Luis Otávio', 'Darlan Cunha', 'Thiago Martins', 'Gero Camilo', 'Daniel Zettel', 'Charles Paraventi', 'Danielle Ornelas', 'Micael Borges', 'Lúcio Andrey', 'Marcello Melo Jr.', 'Babu Santana', 'Mary Sheila', 'Paulo Lins', 'Olivia Araújo', 'Graziella Moretto', 'Tulé Peak', 'Kikito Junqueira', 'Renato de Souza']",8.4,Fernando Meirelles,"['street gang', 'photographer', 'rio de janeiro', 'ghetto', 'gang war', 'coming of age', 'woman director']"
32,"['Mystery', 'Drama']","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins', 'George Coulouris', 'Agnes Moorehead', 'Paul Stewart', 'Ruth Warrick', 'Erskine Sanford', 'William Alland', 'Everett Sloane', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Gregg Toland', 'Don Ackerman', 'Nat King Cole', 'Gino Corrado', 'Maurice Costello', 'Demetrius Alexis', 'Gene Coogan', 'Art Dupuis', 'Rudy Germane', 'Mike Lally', 'Walter Lawrence', 'John Northpole', 'Victor Romito', 'Bob Terry', 'William Alston', 'Jack Gargan', 'Bert Moorhouse', 'Carmen Laroux', 'Sam Ash', 'Buddy Messinger', 'Terrance Ray', 'Sally Corner', 'Walter Bacon', 'Herbert Corthell', 'Harry A. Bailey', 'Danny Borzage', 'J.J. Clark', 'Tom Coleman', 'Carl Deloro', 'Jack Egan', 'Robert Haines', 'Ludwig Lowry', 'John McCormack', 'Hercules Mendez', ""Paddy O'Flynn"", 'Sam Rice', 'Don Roberts', 'Larry Wheat', 'Larry Williams', 'Joan Blair', 'Morgan Brown', 'Harry Burkhardt', 'Edmund Cobb', 'Eddie Coke', 'Louis Natheaux', ""Arthur O'Connell"", 'Guy Repp', 'Tom Steele', 'Richard Wilson', 'Louise Currie', 'Walter Sande', 'Jan Wiley', 'Milton Kibbee', 'Buck Mack', 'Alan Ladd', 'Thomas A. Curran', 'Jack Curtis', 'George Noisom', 'Gerald Pierce', 'Donna Dax', 'George DeNormand', 'Bud Geary', 'Bert LeBaron', 'Clyde McAtee', 'Cyril Ring', 'Roland Winters', 'Lew Harvey', 'Herman J. Mankiewicz', 'Eddie Dew', 'Perc Launders', 'John Dilson', 'Walter James', 'Robert Dudley', 'Suzanne Dulier', 'Al Eben', 'Johnny Eckert', 'Carl Ekberg', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Edna Mae Jones', 'Leda Nicova', 'Jolane Reynolds', 'Suzanne Ridgeway', 'Olin Francis', 'Louise Franklin', 'Renee Godfrey', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Teddy Mangean', 'Henry Hebert', ""Bryan 'Slim' Hightower"", 'Mitchell Ingraham', 'Philip Morris', 'Francis Sayles', 'George W. Jimenez', 'Ellen Lowe', 'James T. Mack', 'Mickey Martin', 'Bruce Sidney', 'Major McBride', 'Frank McLure', 'Charles Meakin', 'Edward Peil Jr.', 'Irving Mitchell', 'Frances E. Neal', 'Lillian Nicholson', 'Joseph North', ""William H. O'Brien"", 'Field Norton', 'Dick Scott', ""Frank O'Connor"", 'Russ Powell', 'Bert Stevens', 'Thomas Pogue', ""Lillian O'Malley"", 'Jack Raymond', 'Gohr Van Vleck', 'Myrtle Rishell', 'Benny Rubin', 'Shimen Ruskin', 'George Sherwood', 'Edward Ryan', 'Landers Stevens', 'Harry J. Vejar', 'Tudor Williams', 'Arthur Yeoman', 'Tim Davis', 'Charles Bennett', 'Arthur Kay']",8.1,Orson Welles,"['journalist', 'newspaper', 'florida', 'capitalist', 'banker', 'media tycoon', 'art collector', 'sleigh', 'money', 'child']"
33,"['Comedy', 'Drama', 'Romance']","['Charlie Chaplin', 'Virginia Cherrill', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Albert Austin', 'Eddie Baker', 'Henry Bergman', 'Buster Brodie', 'Jeanne Carpenter', 'Tom Dempsey', 'James Donnelly', 'Ray Erlenborn', 'Robert Graves', 'Charles Hammond', 'Jean Harlow', 'Joseph Herrick', 'Austen Jewell', 'Willie Keeler', 'Robert Parrish', 'John Rand', 'W.C. Robinson', 'Cy Slocum', 'Tony Stabenau', 'Mark Strong', 'Tiny Ward', 'Stanhope Wheatcroft', 'Florence Wix', 'Granville Redmond', 'Florence Lee']",8.4,Charlie Chaplin,"['suicide attempt', 'operation', 'blindness and impaired vision', ""love of one's life"", 'eye operation', 'flower shop', 'flower girl', 'tramp', 'love', 'millionaire', 'silent film', 'blind girl', 'little tramp']"
34,"['Crime', 'Drama']","['Paul Newman', 'George Kennedy', 'Luke Askew', 'Morgan Woodward', 'Harry Dean Stanton', 'Dennis Hopper', 'Lou Antonio', 'Robert Drivas', 'Strother Martin', 'Jo Van Fleet', 'Clifton James', 'Marc Cavell', 'Richard Davalos', 'Robert Donner', 'J.D. Cannon', 'Joe Don Baker', 'James Gammon', 'Chuck Hicks', 'Rance Howard', 'James Jeter', 'Joy Harmon', 'Anthony Zerbe', 'Warren Finnerty', 'John McLiam', 'Wayne Rogers', 'Charles Tyner', 'Ralph Waite', 'Buck Kartalian', 'Kim Kahana', 'Donn Pearce', 'John Pearce', 'Rush Williams']",7.8,Stuart Rosenberg,"['prison', 'rebel', 'loss of loved one', 'based on novel or book', 'florida', 'harassment', 'imprisonment', 'dying and death', 'escape', 'barbed wire', 'death', 'boxing', 'prison farm']"
35,"['Action', 'Thriller']","['Bruce Willis', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Hart Bochner', 'James Shigeta', 'Alan Rickman', 'Alexander Godunov', 'Bruno Doyon', 'Andreas Wisniewski', 'Clarence Gilyard Jr.', 'Joey Plewa', 'Lorenzo Caccialanza', 'Gerard Bonn', 'Dennis Hayden', 'Al Leong', 'Gary Roberts', 'Hans Buhringer', 'Wilhelm von Homburg', 'Robert Davi', 'Grand L. Bush', 'Bill Marcus', 'Rick Ducommun', 'Matt Landers', 'Carmine Zozzora', 'Dustyn Taylor', 'George Christy', 'Anthony Peck', 'Cheryl Baker', 'Richard Parker', 'David Ursin', 'Mary Ellen Trainor', 'Harri James', 'Shelley Pogoda', 'Selma Archerd', 'Scot Bennett', 'Rebecca Broussard', 'Kate Finlayson', 'Shanna Higgins', 'Kym Malin', 'Taylor Fry', 'Noah Land', 'Betty Carvalho', 'Kip Waldo', 'Mark Goldstein', 'Tracy Reiner', 'Rick Cicetti', 'Fred Lerner', 'Bill Margolin', 'Bob Jennings', 'Bruce P. Schultz', 'David Katz', 'Robert Lesser', 'Stella Hall', 'Terri Lynn Doss', 'Jon E. Greene', 'P. Randall Bowers', 'Michele Laybourn', 'Charlie Picerni', 'Mark Winn']",7.7,John McTiernan,"['based on novel or book', 'terrorist', 's.w.a.t.', 'hostage', 'fbi', 'kidnapping', 'vault', 'murder', 'heist', 'shootout', 'los angeles, california', 'one man army', 'one night', 'christmas', '1980s', 'action hero']"
36,['Science Fiction'],"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt', 'Sylvaine Strike', 'Elizabeth Mkandawie', 'John Sumner', 'William Allen Young', 'Nick Blake', 'Greg Melvill-Smith', 'Robert Hobbs', 'Vanessa Haywood', 'Rapulana Seiphemo', 'Morena Busa Sesatsa', 'Themba Nkosi', 'Mzwandile Nqoba', 'Barry Strydom', 'Jed Brophy', 'Louis Minnaar', 'Marian Hooman', 'Vittorio Leonardi', 'David Clatworthy', 'Michael Huff', 'David James', 'Tim Gordon', 'Anthony Bishop', 'Anthony Fridjhon', 'Eugene Khumbanyiwa', 'Melt Sieberhagen', 'Andre Odendaal', 'Louise Saint-Claire', 'Norman Anstey', 'Nick Boraine', 'Brandon Auret', 'Jacques Gombault', 'Justin Strydom', 'Simo Mogwaza', 'Matt Stern', 'David Dukas', 'Daniel Hadebe', 'Bongo Mbutuma', 'Johnny Selema', 'Mandla Gaduka', 'Johan van Schoor', 'Stella Steenkamp', 'Mampho Brescia', 'Morne Erasmus', 'Hlengiwe Madlala', 'Siyabonga Radebe', 'Alan Glauber', 'Nicolas Herbstein', 'Sibulele Gcilitshana', 'Mahendra Raghunath', 'Phillip Mathebula', 'Claudine Bennent', 'Michelle Ayden', 'Antony Sarak', 'Billy Somagaca', 'Ryan Whittal', 'John Jacob', 'Yashik Maharaj', 'Fernando Saraiva', 'Sharon Waugh', 'Theunis Nel', 'Sonni Chidiebere', 'Danny Datnow', 'Wisani Mbokota', 'Craig Jackson', 'Justin Duplessis', 'Rodney Downey', 'Den Antonakas', 'Mashabela Galane', 'Mfazwe Sekobane', 'Nicholas Ratlou', 'Saint Gregory Nwokedi', 'Donalson Rabisi', 'Zephania Sibanda', 'Gideon Thodane', 'Mdu Mthabela', 'David Mikhethi', 'Jeffries Simelane', 'Shafique Allan', 'Wendy Mbatha', 'Leigh Mashupye', 'Beauty Setai', 'Nkiyase Mondlana', 'Kuda Rusike', 'Morena Setatsa', 'Mpho Molao', 'Ntombi Nkuua', 'Absalom Dikane', 'Monthandazo Thomo', 'Norman Thabalala', 'Siphiwe Mbuko', 'Shiela Nene', 'Neill Blomkamp', 'Trevor Coppola']",7.4,Neill Blomkamp,"['slum', 'street gang', 'mutation', 'south africa', 'johannesburg south africa', 'transformation', 'dystopia', 'genetics', 'government', 'satire', 'alien', 'prawn', 'mockumentary', 'alternate history', 'racism', 'metamorphosis', 'xenophobia', 'internment camp', 'alien technology', 'segregation', 'private military company', 'based on short film']"
37,"['Drama', 'Western']","['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley', 'Zoë Bell', 'Michael Bowen', 'Robert Carradine', 'Jake Garber', 'Ted Neeley', 'James Parks', 'Tom Savini', 'Michael Parks', 'John Jarratt', 'Quentin Tarantino', 'Amari Cheatom', 'Keith Jefferson', 'Marcus Henderson', 'Lil Chuuch', 'Kinetic', 'Louise Stratten', 'Kim Robillard', 'Shana Stein', 'Shannon Hazlett', 'Jack Lucarelli', 'Victoria Thomas', 'Grace Collins', 'Sharon Pierre-Louis', 'Christopher Berry', 'Kim Collins', 'Dane Rhodes', 'J.D. Evermore', 'Rex Linn', 'Michael Bacall', 'Ronan Hice', 'Ned Bellamy', 'Dave Coennen', 'Danièle Watts', 'Jon Eyez', 'Omar J. Dorsey', 'Evan Parke', 'Craig Stark', 'Brian Brown', 'Ritchie Montgomery', 'Nicholas Dashnaw', 'Jarrod Bunch', 'Edrick Browne', 'Kerry Sims', 'Jamal Duff', 'Todd Allen', 'Lewis Smith', 'Keniaryn Mitchell', 'Jakel Marshall', 'Carl Singleton', 'Ashley Toman', 'John McConnell', 'Mark Amos', ""Monica Rene'e Anderson"", 'Marsha Stephanie Blake', 'Catherine Lambert', 'Deborah Ayorinde', 'Takara Clark', 'Kimberley Drummond', 'Tenaj L. Jackson', 'Carl Bailey', 'Ross P. Cook', 'Gregory Allen Gabroy', 'Gene Kevin Hames Jr.', 'Seth Bailey', 'David G. Baker', 'Richie J. Ladner', 'Glen Warner', 'Kesha Bullard', 'Edward J. Clare', 'Jordon Michael Corbin', 'Mike DeMille', 'Gary Grubbs', 'Justin Hall', 'Jacquelyn Twodat Jackson', 'Sandra Linz', 'Kasey James', 'Skipper Landry', 'Elton LeBlanc', 'Cindy Mah', 'Johnny Otto', 'Belinda Owino', 'Mark Ulano', 'Misty Upham']",8.1,Quentin Tarantino,"['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'dentist', 'django', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', '19th century']"
38,"['Crime', 'Drama', 'Thriller']","['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon', 'James Broderick', 'William Bogert', 'Penelope Allen', 'Sully Boyar', 'Beulah Garrick', 'Carol Kane', 'Sandra Kazan', 'Marcia Jean Kurtz', 'Amy Levitt', 'John Marriott', 'Estelle Omens', 'Gary Springer', 'Carmine Foresta', 'Lance Henriksen', 'Floyd Levine', 'Dick Anthony Williams', 'Dominic Chianese', 'Marcia Haufrecht', 'Judith Malina', 'Susan Peretz', 'Ron Cummins', 'Jay Gerber', 'Philip Charles MacKenzie', 'Chu Chu Malave', 'Lionel Pina', 'Robert Costanzo', 'Ron Gilbert', 'Kenneth McMillan', 'Ed Metzger', 'Lynette Sheldon', 'Alan Berger', 'James Bulleit', 'Todd Everett', 'Raymond Serra', 'Tom Towles']",7.8,Sidney Lumet,"['new york city', 'bank', 'hostage', 'fbi', 'police', 'bank robbery', 'brooklyn, new york city', 'bank cashier', 'car procession', 'attica', 'unhappy marriage', 'based on magazine, newspaper or article']"
39,"['Fantasy', 'Drama', 'Mystery']","['Jake Gyllenhaal', 'Jena Malone', 'Drew Barrymore', 'James Duval', 'Beth Grant', 'Maggie Gyllenhaal', 'Mary McDonnell', 'Holmes Osborne', 'Katharine Ross', 'Patrick Swayze', 'Noah Wyle', 'Daveigh Chase', 'Arthur Taxier', 'David St. James', 'Patience Cleveland', 'Jazzie Mahannah', 'Jolene Purdy', 'David Moreland', 'Kristina Malota', 'Marina Malota', 'Scotty Leavenworth', 'Phyllis Lyons', 'Gary Lundy', 'Alex Greenwald', 'Stuart Stone', 'Joan Blair', 'Seth Rogen', 'Mark Hoffman', 'Jerry Trainor', 'Tom Tangen', 'Carly Naples', 'Lisa K. Wyatt', 'Rachel Winfree', 'Ashley Tisdale', 'Tiler Peck', 'Fran Kranz']",7.8,Richard Kelly,"['parent child relationship', 'halloween', 'airplane', 'time travel', 'loss', 'school performance', 'imaginary friend', 'surrealism', 'suburbia', 'vision', 'teenager', 'cult film', 'mental illness', 'virginia', 'sleepwalking', '1980s', 'parallel universe']"
40,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Porter Hall', 'Richard Gaines', 'Jean Heather', 'Tom Powers', 'Fortunio Bonanova', 'Byron Barr', 'John Berry', 'Raymond Chandler', 'Edmund Cobb', 'Kernan Cripps', 'Bess Flowers', 'Eddie Hall', 'Teala Loring', 'Sam McDaniel', 'Billy Mitchell', 'Clarence Muse', 'Douglas Spencer', 'John Philliber', 'Harold Garrison', 'James Adamson', 'Betty Farrington', 'George Magrill', 'Constance Purdy', 'Dick Rush', 'Floyd Shackelford', 'Oscar Smith', 'Miriam Nelson']",8.2,Billy Wilder,"['insurance fraud', 'femme fatale', 'noir', 'murder', 'life insurance', 'insurance agent', 'insurance policy', 'murder plot', 'scheming wife']"
41,"['Drama', 'Comedy', 'War']","['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'James Earl Jones', 'Tracy Reed', 'Jack Creley', 'Frank Berry', ""Robert O'Neill"", 'Glenn Beck', 'Roy Stephens', 'Shane Rimmer', 'Hal Galili', 'Paul Tamarin', 'Laurence Herder', 'John McCarthy', 'Gordon Tanner', 'Burnell Tucker', 'Victor Harrington']",8.2,Stanley Kubrick,"['u.s. president', 'general', 'cold war', 'strategic air command', 'nuclear missile', 'satire', 'dark comedy', 'cult film', 'war room', 'bomber pilot', 'nuclear weapons', 'ex nazi', 'doomsday device', 'absurdism']"
